stock_name,daily_profit,day_min_price,day_max_price,day_final_price,date,buyers_in_day,volumn_of_buy_in_day,persons_num_of_buyers,company_num_of_buyers,persons_amount_of_buy,company_amount_of_buy,persons_num_of_seller,company_num_of_seller,persons_amount_of_sells,company_amount_of_sells
وشمال,3.00,65434.00,65434.00,65434.00,1399-05-05,10,461434,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,63529.00,63529.00,63529.00,1399-05-04,81,401841,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-0.76,60289.00,64017.00,61679.00,1399-05-01,579,M 3.033,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.96,60369.00,62180.00,62153.00,1399-04-31,1000,M 4.714,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,60369.00,60369.00,60369.00,1399-04-30,159,M 1,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,5.00,58611.00,58611.00,58611.00,1399-04-29,61,555932,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,55820.00,55820.00,55820.00,1399-04-28,118,623795,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.94,53302.00,54227.00,54195.00,1399-04-25,437,M 1.275,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,1.77,50182.00,53284.00,52648.00,1399-04-24,365,M 2.26,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-1.62,51009.00,51009.00,51733.00,1399-04-23,147,214495,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,1.19,50411.00,53529.00,52586.00,1399-04-22,894,M 2.742,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,51970.00,51970.00,51970.00,1399-04-21,47,397326,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,50457.00,50457.00,50457.00,1399-04-18,56,712581,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,5.00,48988.00,48988.00,48988.00,1399-04-17,0,876255,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,1.81,47200.00,47200.00,46656.00,1399-04-16,0,277925,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,45826.00,45826.00,45826.00,1399-04-15,41,460099,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.35,43600.00,44773.00,44492.00,1399-04-14,0,M 2.337,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-0.12,42218.00,44160.00,43469.00,1399-04-11,317,M 2.331,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-2.70,43388.00,44500.00,43522.00,1399-04-10,618,M 3.282,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-2.22,44374.00,46400.00,44729.00,1399-04-09,148,M 1.182,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,0.16,44303.00,47043.00,45746.00,1399-04-08,263,M 1.004,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.81,45000.00,45758.00,45673.00,1399-04-07,121,599115,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.89,43000.00,44472.00,44426.00,1399-04-04,253,M 1.397,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-1.62,42572.00,45001.00,43177.00,1399-04-03,0,M 3.076,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-0.68,42862.00,44990.00,43888.00,1399-04-02,0,M 1.101,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-1.94,43711.00,46100.00,44187.00,1399-04-01,0,M 2.001,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-2.37,44773.00,47485.00,45062.00,1399-03-31,419,M 1.087,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.74,44940.00,46274.00,46157.00,1399-03-27,440,971336,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.13,43989.00,45308.00,44927.00,1399-03-26,153,657004,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,43899.00,43990.00,43989.00,1399-03-25,283,859265,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.75,41638.00,42811.00,42709.00,1399-03-24,160,708083,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.82,40428.00,41638.00,41565.00,1399-03-21,327,M 1.959,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-2.67,40288.00,41995.00,40426.00,1399-03-20,223,M 1.155,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,0.12,39410.00,43410.00,41533.00,1399-03-19,358,M 1.452,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.96,41100.00,41500.00,41484.00,1399-03-18,299,M 1.428,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,40230.00,40292.00,40292.00,1399-03-17,183,544247,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.55,38600.00,39289.00,39119.00,1399-03-13,275,M 2.193,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-0.33,37125.00,39421.00,38145.00,1399-03-12,455,M 3.903,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-1.14,37552.00,37552.00,38273.00,1399-03-11,115,191742,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-2.07,38347.00,39898.00,38713.00,1399-03-10,188,640132,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-3.00,38717.00,42791.00,39532.00,1399-03-07,592,M 3.484,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,40754.00,40754.00,40754.00,1399-03-06,194,M 1.23,185,0, 289376B, 0,140,0, 289376B, 0
وپترو,1.86,22020.00,24320.00,23600.00,1399-05-15,1985,M 15.501,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.45,23040.00,24200.00,23170.00,1399-05-14,1397,M 5.855,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.68,24170.00,24780.00,24250.00,1399-05-13,1373,M 5.281,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,1.64,24010.00,26270.00,25440.00,1399-05-12,1942,M 7.982,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.99,25030.00,25030.00,25030.00,1399-05-11,861,M 3.725,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,2.01,22790.00,24530.00,23840.00,1399-05-08,1626,M 10.974,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-13.35,22990.00,24500.00,23370.00,1399-05-07,926,M 7.957,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-9.10,26780.00,28180.00,26970.00,1399-05-04,1350,M 4.738,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.55,28380.00,29790.00,29670.00,1399-04-30,4859,M 11.601,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.99,28380.00,28380.00,28380.00,1399-04-29,289,M 3.413,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,0.56,25540.00,28220.00,27030.00,1399-04-28,3015,M 15.077,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-2.57,26220.00,26220.00,26880.00,1399-04-25,479,846033,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.33,27400.00,28840.00,27590.00,1399-04-24,736,M 2.552,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.98,28840.00,28840.00,28840.00,1399-04-23,0,M 3.353,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,3.41,28010.00,30810.00,30350.00,1399-04-22,1658,M 4.946,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.24,29120.00,30500.00,29350.00,1399-04-21,1188,M 7.182,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,1.09,28810.00,31830.00,30650.00,1399-04-18,0,M 8.923,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.23,29410.00,30540.00,30320.00,1399-04-17,1540,M 9.921,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.98,29020.00,29090.00,29090.00,1399-04-16,810,M 4.156,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,3.20,25530.00,28190.00,27710.00,1399-04-15,948,M 11.206,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-2.86,26260.00,29000.00,26850.00,1399-04-14,0,M 6.949,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.42,26700.00,27790.00,27640.00,1399-04-11,1149,M 8.198,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.87,25950.00,26500.00,26470.00,1399-04-10,901,M 7.15,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.90,25220.00,26000.00,25240.00,1399-04-09,746,M 6.723,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-3.49,26130.00,28850.00,26540.00,1399-04-08,1216,M 11.473,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.68,26940.00,27580.00,27500.00,1399-04-07,1309,M 9.895,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,0.42,24900.00,27300.00,26270.00,1399-04-04,688,M 5.705,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,3.93,25000.00,26420.00,26160.00,1399-04-03,0,M 6.866,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,2.53,24550.00,25680.00,25170.00,1399-04-02,989,M 5.32,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,2.55,24100.00,24800.00,24550.00,1399-04-01,1012,M 3.892,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.95,23220.00,23950.00,23940.00,1399-03-31,1192,M 6.229,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,0.44,22020.00,23050.00,22810.00,1399-03-27,720,M 6.503,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-0.92,22300.00,23300.00,22710.00,1399-03-26,0,M 7.725,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.70,22850.00,24000.00,22920.00,1399-03-25,0,M 5.938,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.10,23300.00,24250.00,24050.00,1399-03-24,1242,M 5.221,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.89,22630.00,23126.00,23103.00,1399-03-21,426,M 2.737,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,2.76,20901.00,22505.00,22025.00,1399-03-20,0,M 6.544,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.03,19573.00,21633.00,21434.00,1399-03-19,704,M 8.421,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,3.11,19968.00,20980.00,20603.00,1399-03-18,0,M 8.266,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,0.05,19150.00,20800.00,19981.00,1399-03-17,959,M 5.722,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,2.99,19003.00,20258.00,19972.00,1399-03-13,620,M 3.427,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,1.60,19096.00,19997.00,19392.00,1399-03-12,637,M 3.21,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,1.40,17882.00,19690.00,19087.00,1399-03-11,484,M 3.693,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.99,18401.00,18824.00,18823.00,1399-03-10,671,M 6.823,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-0.90,17186.00,18990.00,17928.00,1399-03-07,567,M 6.415,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,-4.31,17960.00,18200.00,18090.00,1399-03-06,244,M 2.317,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,0.37,18270.00,19680.00,18905.00,1399-03-03,631,M 4.585,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.51,18109.00,18924.00,18835.00,1399-02-31,827,M 10.913,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.89,17500.00,18042.00,18023.00,1399-02-30,940,M 13.445,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
وپترو,4.94,16600.00,17192.00,17183.00,1399-02-29,0,M 14.506,1985,1, 15.356M, 145513,2177,5, 11.324M, 4.177
مبین,1.10,30400.00,32190.00,31360.00,1399-05-15,656,M 7.004,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-2.91,30700.00,31790.00,31020.00,1399-05-14,712,M 8.811,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-0.87,30620.00,32500.00,31950.00,1399-05-13,791,M 4.587,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.30,29360.00,32440.00,32230.00,1399-05-12,890,M 10.127,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,2.56,30400.00,31550.00,30900.00,1399-05-11,1199,M 9.297,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,1.18,28910.00,31180.00,30130.00,1399-05-08,877,M 9.52,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.72,28790.00,31810.00,29780.00,1399-05-07,1043,M 11.732,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-2.32,29470.00,32000.00,30300.00,1399-05-06,0,M 17.125,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.20,30770.00,33000.00,31020.00,1399-05-05,771,M 9.617,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,3.15,31350.00,32950.00,32380.00,1399-05-04,1087,M 11.789,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.85,31350.00,32160.00,31390.00,1399-05-01,595,M 6.383,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-2.51,32150.00,33840.00,32990.00,1399-04-31,888,M 7.385,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.61,32740.00,33960.00,33840.00,1399-04-30,1353,M 14.428,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.19,31500.00,32600.00,32350.00,1399-04-29,1226,M 12.998,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,0.49,30560.00,31500.00,31050.00,1399-04-28,1690,M 8.387,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-0.83,29610.00,32000.00,30900.00,1399-04-25,1016,M 12.702,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-3.92,30810.00,32150.00,31160.00,1399-04-24,1279,M 26.739,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.95,32420.00,33000.00,32430.00,1399-04-23,0,M 12.068,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,2.74,32400.00,34870.00,34120.00,1399-04-22,1599,M 17.037,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.16,32920.00,34700.00,33210.00,1399-04-21,836,M 12.97,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.87,33550.00,36000.00,34650.00,1399-04-18,0,M 12.125,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.59,34010.00,35440.00,35310.00,1399-04-17,3604,M 24.106,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.98,33760.00,33760.00,33760.00,1399-04-16,285,M 19.273,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,0.34,30470.00,33650.00,32160.00,1399-04-15,1710,M 17.406,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.24,31800.00,33900.00,32050.00,1399-04-14,0,M 11.382,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.95,32980.00,33480.00,33470.00,1399-04-11,1857,M 21.102,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.08,30660.00,32170.00,31890.00,1399-04-10,0,M 6.911,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-5.58,30210.00,31800.00,30640.00,1399-04-09,682,M 4.933,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,1.72,32900.00,35370.00,34300.00,1399-04-04,0,M 23.075,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.95,32900.00,33730.00,33720.00,1399-04-03,0,M 19.276,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.56,30720.00,32260.00,32130.00,1399-04-02,677,M 29.155,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,2.57,30000.00,31440.00,30730.00,1399-04-01,1952,M 10.365,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.98,29700.00,29960.00,29960.00,1399-03-31,1043,M 16.601,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.12,27000.00,28780.00,28540.00,1399-03-27,1265,M 35.612,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-0.87,26900.00,28380.00,27410.00,1399-03-26,0,M 10.436,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.07,26600.00,28790.00,27650.00,1399-03-25,0,M 10.935,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.69,27300.00,28030.00,27950.00,1399-03-24,1661,M 17.927,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,2.08,26153.00,27200.00,26697.00,1399-03-21,1282,M 7.45,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.42,25555.00,26950.00,26153.00,1399-03-20,0,M 6.67,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,0.71,25024.00,27658.00,26529.00,1399-03-19,1313,M 11.553,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.33,25984.00,26510.00,26341.00,1399-03-18,0,M 15.306,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.95,24801.00,25259.00,25248.00,1399-03-17,737,M 18.533,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.60,23009.00,24147.00,24057.00,1399-03-13,263,M 8.743,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-0.37,22051.00,23390.00,22998.00,1399-03-12,591,M 5.6,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-4.22,22896.00,24240.00,23084.00,1399-03-11,810,M 6.368,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.39,23950.00,24242.00,24101.00,1399-03-10,1306,M 6.529,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,4.08,22000.00,23293.00,23088.00,1399-03-07,582,M 6.376,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-3.96,21944.00,23099.00,22184.00,1399-03-06,437,M 7.793,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.50,22280.00,24200.00,23098.00,1399-03-03,641,M 9.201,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
مبین,-1.99,22730.00,24261.00,23449.00,1399-02-31,851,M 12.102,656,11, 5.121M, 1.883,1067,3, 4.901M, 2.102
شبصیر,-4.92,180738.00,185240.00,180889.00,1399-05-15,920,M 1.798,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.47,186000.00,191214.00,190250.00,1399-05-14,1717,M 1.938,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,3.66,169580.00,184461.00,182109.00,1399-05-13,0,960651,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.87,168000.00,175903.00,175678.00,1399-05-12,1119,M 2.835,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.87,162737.00,167730.00,167527.00,1399-05-11,1262,M 1.091,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,3.07,150000.00,162737.00,159743.00,1399-05-08,1387,M 2.063,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,3.82,150288.00,156752.00,154988.00,1399-05-07,737,M 1.337,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.94,145000.00,149374.00,149288.00,1399-05-06,0,M 3.051,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-4.66,141749.00,149210.00,142261.00,1399-05-05,652,805760,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-2.24,145001.00,158700.00,149209.00,1399-05-04,1070,M 1.451,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-1.03,146704.00,157000.00,152632.00,1399-05-01,737,M 1.034,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,2.80,144521.00,157522.00,154221.00,1399-04-31,1654,M 2.218,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.88,141213.00,150194.00,150021.00,1399-04-30,1938,M 3.325,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-3.77,141213.00,154500.00,143042.00,1399-04-29,1353,M 3.211,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-5.00,148645.00,148645.00,148645.00,1399-04-28,478,723227,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-4.63,155855.00,164057.00,156468.00,1399-04-25,860,M 2.365,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.49,157600.00,164856.00,164057.00,1399-04-24,1581,M 1.921,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.62,145000.00,157576.00,157006.00,1399-04-23,1075,M 1.792,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,5.00,150073.00,150073.00,150073.00,1399-04-22,927,M 1.384,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.45,136844.00,143686.00,142927.00,1399-04-21,1014,M 3.133,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.91,132531.00,136965.00,136844.00,1399-04-18,445,M 5.486,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.67,124400.00,130856.00,130443.00,1399-04-17,0,M 5.118,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.83,118930.00,124826.00,124625.00,1399-04-16,0,M 2.456,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-0.61,113801.00,124000.00,118882.00,1399-04-15,756,965061,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-3.74,118042.00,128280.00,119612.00,1399-04-14,1188,M 1.649,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.52,112942.00,124830.00,124254.00,1399-04-11,795,M 3.201,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,29.60,123000.00,123000.00,118886.00,1399-04-10,253,473323,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,3.85,86888.00,95783.00,94736.00,1399-04-03,0,M 1.589,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.10,87680.00,92013.00,91222.00,1399-04-02,445,977606,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-4.60,87268.00,93635.00,87632.00,1399-04-01,0,M 2.731,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,0.09,90000.00,95500.00,91861.00,1399-03-31,412,780569,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,5.00,91700.00,91781.00,91780.00,1399-03-27,261,780740,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.47,82160.00,87854.00,87411.00,1399-03-26,0,M 1.712,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-4.19,82961.00,88777.00,83671.00,1399-03-25,388,M 1.147,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,0.48,85812.00,91000.00,87327.00,1399-03-24,0,739290,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-1.91,84444.00,88589.00,86908.00,1399-03-21,360,M 1.36,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-2.73,86530.00,91057.00,88600.00,1399-03-20,269,791273,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,3.39,87000.00,92505.00,91084.00,1399-03-19,355,M 1.41,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,5.00,88100.00,88100.00,88100.00,1399-03-18,123,M 1.123,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,5.00,81111.00,83906.00,83905.00,1399-03-17,101,875339,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.98,79589.00,79922.00,79911.00,1399-03-13,83,915009,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.11,70008.00,76765.00,76117.00,1399-03-12,163,831440,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,0.52,70000.00,76271.00,73110.00,1399-03-11,209,676086,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.86,70350.00,72829.00,72735.00,1399-03-10,264,783863,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,2.26,65555.00,71217.00,69361.00,1399-03-07,208,486300,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-3.93,67068.00,70547.00,67826.00,1399-03-06,134,581210,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-2.59,68853.00,73799.00,70597.00,1399-03-03,236,542515,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-4.91,72406.00,75000.00,72476.00,1399-02-31,0,M 3.036,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,-0.46,73000.00,80263.00,76216.00,1399-02-30,344,917351,920,5, 838946M, 958984,618,4, 1.601M, 197082
شبصیر,4.36,69860.00,77041.00,76571.00,1399-02-29,0,M 1.174,920,5, 838946M, 958984,618,4, 1.601M, 197082
دسبحا,-4.67,28270.00,29000.00,28360.00,1399-05-15,670,M 2.633,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-3.85,29400.00,31660.00,29750.00,1399-05-14,674,M 2.58,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-0.93,29700.00,32790.00,30940.00,1399-05-13,357,921848,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,4.45,30590.00,31390.00,31230.00,1399-05-12,576,M 2.933,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,2.61,29200.00,30580.00,29900.00,1399-05-11,481,M 1.539,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-3.61,28720.00,30000.00,29140.00,1399-05-08,395,M 2.837,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,3.95,29930.00,31500.00,30230.00,1399-05-07,170,987267,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,4.96,33920.00,34290.00,34280.00,1399-04-29,0,M 3.185,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,4.91,32150.00,32680.00,32660.00,1399-04-28,866,M 2.522,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-2.08,30210.00,33360.00,31130.00,1399-04-25,739,M 3.101,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-4.93,31770.00,32890.00,31790.00,1399-04-24,683,M 4.378,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-4.97,33440.00,33920.00,33440.00,1399-04-23,0,M 4.421,670,5, 1.852M, 781380,537,4, 2.469M, 164000
دسبحا,-2.22,34200.00,37000.00,35190.00,1399-04-22,1909,M 5.848,670,5, 1.852M, 781380,537,4, 2.469M, 164000
